Unique ID,3-Year Period,Cause of Death,Race,Hispanic or Latino  Origin,Gender,"Age-Adjusted Rate per 100,000 Population",Lower 95% Confidence Interval,Upper 95% Confidence Interval
A2009201152401,2009-2011,"Symptoms, signs, and abnormal clinical and laboratory findings",Asian/Pacific Islander,Total,Male,,,
A2009201152402,2009-2011,"Symptoms, signs, and abnormal clinical and laboratory findings",Asian/Pacific Islander,Total,Female,,,
A2009201152410,2009-2011,"Symptoms, signs, and abnormal clinical and laboratory findings",Asian/Pacific Islander,Not Hispanic,Total,,,
A2009201152411,2009-2011,"Symptoms, signs, and abnormal clinical and laboratory findings",Asian/Pacific Islander,Not Hispanic,Male,,,
A2009201152412,2009-2011,"Symptoms, signs, and abnormal clinical and laboratory findings",Asian/Pacific Islander,Not Hispanic,Female,,,
A2009201152420,2009-2011,"Symptoms, signs, and abnormal clinical and laboratory findings",Asian/Pacific Islander,Hispanic,Total,,,
A2009201152421,2009-2011,"Symptoms, signs, and abnormal clinical and laboratory findings",Asian/Pacific Islander,Hispanic,Male,0.0,0.0,166.1
A2009201152422,2009-2011,"Symptoms, signs, and abnormal clinical and laboratory findings",Asian/Pacific Islander,Hispanic,Female,,,
A2009201153000,2009-2011,All other diseases (residual),Total,Total,Total,69.8,66.9,72.7
A2009201153001,2009-2011,All other diseases (residual),Total,Total,Male,68.9,64.3,73.6
A2009201153002,2009-2011,All other diseases (residual),Total,Total,Female,69.4,65.7,73.1
A2009201153010,2009-2011,All other diseases (residual),Total,Not Hispanic,Total,72.3,69.2,75.3
A2009201153011,2009-2011,All other diseases (residual),Total,Not Hispanic,Male,71.2,66.4,76.1
A2009201153012,2009-2011,All other diseases (residual),Total,Not Hispanic,Female,72.0,68.0,75.9
A2009201153020,2009-2011,All other diseases (residual),Total,Hispanic,Total,33.2,24.9,41.4
A2009201153021,2009-2011,All other diseases (residual),Total,Hispanic,Male,28.8,16.2,41.5
A2009201153022,2009-2011,All other diseases (residual),Total,Hispanic,Female,34.1,23.6,44.6
A2009201153100,2009-2011,All other diseases (residual),White,Total,Total,70.8,67.5,74.1
A2009201153101,2009-2011,All other diseases (residual),White,Total,Male,69.3,64.1,74.5
A2009201153102,2009-2011,All other diseases (residual),White,Total,Female,70.9,66.7,75.2
A2009201153110,2009-2011,All other diseases (residual),White,Not Hispanic,Total,74.4,70.8,77.9
A2009201153111,2009-2011,All other diseases (residual),White,Not Hispanic,Male,72.6,67.0,78.2
A2009201153112,2009-2011,All other diseases (residual),White,Not Hispanic,Female,74.7,70.1,79.3
A2009201153120,2009-2011,All other diseases (residual),White,Hispanic,Total,27.9,19.9,35.8
A2009201153121,2009-2011,All other diseases (residual),White,Hispanic,Male,25.3,12.6,38.0
A2009201153122,2009-2011,All other diseases (residual),White,Hispanic,Female,28.2,18.2,38.3
A2009201153200,2009-2011,All other diseases (residual),Black,Total,Total,85.8,75.9,95.7
A2009201153201,2009-2011,All other diseases (residual),Black,Total,Male,86.6,69.4,103.8
A2009201153202,2009-2011,All other diseases (residual),Black,Total,Female,83.0,71.1,95.0
A2009201153210,2009-2011,All other diseases (residual),Black,Not Hispanic,Total,87.1,77.0,97.2
A2009201153211,2009-2011,All other diseases (residual),Black,Not Hispanic,Male,88.1,70.4,105.7
A2009201153212,2009-2011,All other diseases (residual),Black,Not Hispanic,Female,84.1,71.9,96.4
A2009201153220,2009-2011,All other diseases (residual),Black,Hispanic,Total,,,
A2009201153221,2009-2011,All other diseases (residual),Black,Hispanic,Male,,,
A2009201153222,2009-2011,All other diseases (residual),Black,Hispanic,Female,,,
A2009201153300,2009-2011,All other diseases (residual),American Indian/Alaska Native,Total,Total,,,
A2009201153301,2009-2011,All other diseases (residual),American Indian/Alaska Native,Total,Male,,,
A2009201153302,2009-2011,All other diseases (residual),American Indian/Alaska Native,Total,Female,,,
A2009201153310,2009-2011,All other diseases (residual),American Indian/Alaska Native,Not Hispanic,Total,,,
A2009201153311,2009-2011,All other diseases (residual),American Indian/Alaska Native,Not Hispanic,Male,,,
A2009201153312,2009-2011,All other diseases (residual),American Indian/Alaska Native,Not Hispanic,Female,,,
A2009201153320,2009-2011,All other diseases (residual),American Indian/Alaska Native,Hispanic,Total,0.0,0.0,41.2
A2009201153321,2009-2011,All other diseases (residual),American Indian/Alaska Native,Hispanic,Male,0.0,0.0,142.0
A2009201153322,2009-2011,All other diseases (residual),American Indian/Alaska Native,Hispanic,Female,0.0,0.0,63.0
A2009201153400,2009-2011,All other diseases (residual),Asian/Pacific Islander,Total,Total,38.0,31.0,44.9
A2009201153401,2009-2011,All other diseases (residual),Asian/Pacific Islander,Total,Male,42.2,30.9,53.4
A2009201153402,2009-2011,All other diseases (residual),Asian/Pacific Islander,Total,Female,34.1,25.4,42.7
A2009201153410,2009-2011,All other diseases (residual),Asian/Pacific Islander,Not Hispanic,Total,38.4,31.4,45.4
A2009201153411,2009-2011,All other diseases (residual),Asian/Pacific Islander,Not Hispanic,Male,42.4,31.1,53.7
A2009201153412,2009-2011,All other diseases (residual),Asian/Pacific Islander,Not Hispanic,Female,34.5,25.7,43.3
A2009201153420,2009-2011,All other diseases (residual),Asian/Pacific Islander,Hispanic,Total,0.0,0.0,43.0
A2009201153421,2009-2011,All other diseases (residual),Asian/Pacific Islander,Hispanic,Male,0.0,0.0,166.1
A2009201153422,2009-2011,All other diseases (residual),Asian/Pacific Islander,Hispanic,Female,0.0,0.0,67.9
A2008201000000,2008-2010,All causes of mortality,Total,Total,Total,533.5,525.5,541.5
A2008201000001,2008-2010,All causes of mortality,Total,Total,Male,630.5,616.8,644.2
A2008201000002,2008-2010,All causes of mortality,Total,Total,Female,464.9,455.2,474.6
A2008201000010,2008-2010,All causes of mortality,Total,Not Hispanic,Total,551.7,543.2,560.2
A2008201000011,2008-2010,All causes of mortality,Total,Not Hispanic,Male,648.7,634.2,663.1
A2008201000012,2008-2010,All causes of mortality,Total,Not Hispanic,Female,483.0,472.7,493.4
A2008201000020,2008-2010,All causes of mortality,Total,Hispanic,Total,282.3,259.8,304.8
A2008201000021,2008-2010,All causes of mortality,Total,Hispanic,Male,349.4,307.4,391.4
A2008201000022,2008-2010,All causes of mortality,Total,Hispanic,Female,236.1,210.0,262.2
A2008201000100,2008-2010,All causes of mortality,White,Total,Total,531.9,522.8,541.0
A2008201000101,2008-2010,All causes of mortality,White,Total,Male,630.2,614.6,645.7
A2008201000102,2008-2010,All causes of mortality,White,Total,Female,462.7,451.7,473.8
A2008201000110,2008-2010,All causes of mortality,White,Not Hispanic,Total,554.0,544.2,563.9
A2008201000111,2008-2010,All causes of mortality,White,Not Hispanic,Male,652.8,636.1,669.4
A2008201000112,2008-2010,All causes of mortality,White,Not Hispanic,Female,484.2,472.1,496.2
A2008201000120,2008-2010,All causes of mortality,White,Hispanic,Total,273.0,249.9,296.1
A2008201000121,2008-2010,All causes of mortality,White,Hispanic,Male,337.9,294.8,380.9
A2008201000122,2008-2010,All causes of mortality,White,Hispanic,Female,229.4,202.6,256.2
A2008201000200,2008-2010,All causes of mortality,Black,Total,Total,652.2,625.7,678.6
A2008201000201,2008-2010,All causes of mortality,Black,Total,Male,778.0,729.0,826.9
A2008201000202,2008-2010,All causes of mortality,Black,Total,Female,568.9,537.9,599.9
A2008201000210,2008-2010,All causes of mortality,Black,Not Hispanic,Total,668.9,641.7,696.1
A2008201000211,2008-2010,All causes of mortality,Black,Not Hispanic,Male,798.1,747.8,848.4
A2008201000212,2008-2010,All causes of mortality,Black,Not Hispanic,Female,583.6,551.8,615.5
A2008201000220,2008-2010,All causes of mortality,Black,Hispanic,Total,183.0,98.9,267.1
A2008201000221,2008-2010,All causes of mortality,Black,Hispanic,Male,,,
A2008201000222,2008-2010,All causes of mortality,Black,Hispanic,Female,,,
A2008201000300,2008-2010,All causes of mortality,American Indian/Alaska Native,Total,Total,,,
A2008201000301,2008-2010,All causes of mortality,American Indian/Alaska Native,Total,Male,,,
A2008201000302,2008-2010,All causes of mortality,American Indian/Alaska Native,Total,Female,,,
A2008201000310,2008-2010,All causes of mortality,American Indian/Alaska Native,Not Hispanic,Total,,,
A2008201000311,2008-2010,All causes of mortality,American Indian/Alaska Native,Not Hispanic,Male,,,
A2008201000312,2008-2010,All causes of mortality,American Indian/Alaska Native,Not Hispanic,Female,,,
A2008201000320,2008-2010,All causes of mortality,American Indian/Alaska Native,Hispanic,Total,0.0,0.0,50.4
A2008201000321,2008-2010,All causes of mortality,American Indian/Alaska Native,Hispanic,Male,0.0,0.0,187.5
A2008201000322,2008-2010,All causes of mortality,American Indian/Alaska Native,Hispanic,Female,0.0,0.0,75.0
A2008201000400,2008-2010,All causes of mortality,Asian/Pacific Islander,Total,Total,351.6,331.0,372.1
A2008201000401,2008-2010,All causes of mortality,Asian/Pacific Islander,Total,Male,416.2,382.2,450.2
A2008201000402,2008-2010,All causes of mortality,Asian/Pacific Islander,Total,Female,297.9,272.7,323.1
A2008201000410,2008-2010,All causes of mortality,Asian/Pacific Islander,Not Hispanic,Total,353.6,332.9,374.3
A2008201000411,2008-2010,All causes of mortality,Asian/Pacific Islander,Not Hispanic,Male,417.5,383.3,451.7
A2008201000412,2008-2010,All causes of mortality,Asian/Pacific Islander,Not Hispanic,Female,300.5,275.0,325.9
A2008201000420,2008-2010,All causes of mortality,Asian/Pacific Islander,Hispanic,Total,,,
A2008201000421,2008-2010,All causes of mortality,Asian/Pacific Islander,Hispanic,Male,,,
A2008201000422,2008-2010,All causes of mortality,Asian/Pacific Islander,Hispanic,Female,,,
A2008201001000,2008-2010,Salmonella infections,Total,Total,Total,,,
A2008201001001,2008-2010,Salmonella infections,Total,Total,Male,0.0,0.0,0.2
A2008201001002,2008-2010,Salmonella infections,Total,Total,Female,,,
A2008201001010,2008-2010,Salmonella infections,Total,Not Hispanic,Total,,,
A2008201001011,2008-2010,Salmonella infections,Total,Not Hispanic,Male,0.0,0.0,0.2
A2008201001012,2008-2010,Salmonella infections,Total,Not Hispanic,Female,,,
A2008201001020,2008-2010,Salmonella infections,Total,Hispanic,Total,0.0,0.0,0.7
A2008201001021,2008-2010,Salmonella infections,Total,Hispanic,Male,0.0,0.0,1.9
A2008201001022,2008-2010,Salmonella infections,Total,Hispanic,Female,0.0,0.0,1.2
A2008201001100,2008-2010,Salmonella infections,White,Total,Total,0.0,0.0,0.1
A2008201001101,2008-2010,Salmonella infections,White,Total,Male,0.0,0.0,0.2
A2008201001102,2008-2010,Salmonella infections,White,Total,Female,0.0,0.0,0.2
A2008201001110,2008-2010,Salmonella infections,White,Not Hispanic,Total,0.0,0.0,0.1
A2008201001111,2008-2010,Salmonella infections,White,Not Hispanic,Male,0.0,0.0,0.3
A2008201001112,2008-2010,Salmonella infections,White,Not Hispanic,Female,0.0,0.0,0.3
A2008201001120,2008-2010,Salmonella infections,White,Hispanic,Total,0.0,0.0,0.8
A2008201001121,2008-2010,Salmonella infections,White,Hispanic,Male,0.0,0.0,2.1
A2008201001122,2008-2010,Salmonella infections,White,Hispanic,Female,0.0,0.0,1.3
A2008201001200,2008-2010,Salmonella infections,Black,Total,Total,,,
A2008201001201,2008-2010,Salmonella infections,Black,Total,Male,0.0,0.0,1.3
A2008201001202,2008-2010,Salmonella infections,Black,Total,Female,,,
A2008201001210,2008-2010,Salmonella infections,Black,Not Hispanic,Total,,,
A2008201001211,2008-2010,Salmonella infections,Black,Not Hispanic,Male,0.0,0.0,1.4
A2008201001212,2008-2010,Salmonella infections,Black,Not Hispanic,Female,,,
A2008201001220,2008-2010,Salmonella infections,Black,Hispanic,Total,0.0,0.0,14.1
A2008201001221,2008-2010,Salmonella infections,Black,Hispanic,Male,0.0,0.0,45.1
A2008201001222,2008-2010,Salmonella infections,Black,Hispanic,Female,0.0,0.0,22.1
A2008201001300,2008-2010,Salmonella infections,American Indian/Alaska Native,Total,Total,0.0,0.0,20.4
A2008201001301,2008-2010,Salmonella infections,American Indian/Alaska Native,Total,Male,0.0,0.0,58.1
A2008201001302,2008-2010,Salmonella infections,American Indian/Alaska Native,Total,Female,0.0,0.0,33.8
A2008201001310,2008-2010,Salmonella infections,American Indian/Alaska Native,Not Hispanic,Total,0.0,0.0,39.2
A2008201001311,2008-2010,Salmonella infections,American Indian/Alaska Native,Not Hispanic,Male,0.0,0.0,97.3
A2008201001312,2008-2010,Salmonella infections,American Indian/Alaska Native,Not Hispanic,Female,0.0,0.0,73.7
A2008201001320,2008-2010,Salmonella infections,American Indian/Alaska Native,Hispanic,Total,0.0,0.0,50.4
A2008201001321,2008-2010,Salmonella infections,American Indian/Alaska Native,Hispanic,Male,0.0,0.0,187.5
A2008201001322,2008-2010,Salmonella infections,American Indian/Alaska Native,Hispanic,Female,0.0,0.0,75.0
A2008201001400,2008-2010,Salmonella infections,Asian/Pacific Islander,Total,Total,0.0,0.0,0.6
A2008201001401,2008-2010,Salmonella infections,Asian/Pacific Islander,Total,Male,0.0,0.0,1.2
A2008201001402,2008-2010,Salmonella infections,Asian/Pacific Islander,Total,Female,0.0,0.0,1.0
A2008201001410,2008-2010,Salmonella infections,Asian/Pacific Islander,Not Hispanic,Total,0.0,0.0,0.6
A2008201001411,2008-2010,Salmonella infections,Asian/Pacific Islander,Not Hispanic,Male,0.0,0.0,1.2
A2008201001412,2008-2010,Salmonella infections,Asian/Pacific Islander,Not Hispanic,Female,0.0,0.0,1.1
A2008201001420,2008-2010,Salmonella infections,Asian/Pacific Islander,Hispanic,Total,0.0,0.0,48.3
A2008201001421,2008-2010,Salmonella infections,Asian/Pacific Islander,Hispanic,Male,0.0,0.0,142.7
A2008201001422,2008-2010,Salmonella infections,Asian/Pacific Islander,Hispanic,Female,0.0,0.0,79.6
A2008201002000,2008-2010,Shigellosis and amebiasis,Total,Total,Total,0.0,0.0,0.1
A2008201002001,2008-2010,Shigellosis and amebiasis,Total,Total,Male,0.0,0.0,0.2
A2008201002002,2008-2010,Shigellosis and amebiasis,Total,Total,Female,0.0,0.0,0.1
A2008201002010,2008-2010,Shigellosis and amebiasis,Total,Not Hispanic,Total,0.0,0.0,0.1
A2008201002011,2008-2010,Shigellosis and amebiasis,Total,Not Hispanic,Male,0.0,0.0,0.2
A2008201002012,2008-2010,Shigellosis and amebiasis,Total,Not Hispanic,Female,0.0,0.0,0.2
A2008201002020,2008-2010,Shigellosis and amebiasis,Total,Hispanic,Total,0.0,0.0,0.7
A2008201002021,2008-2010,Shigellosis and amebiasis,Total,Hispanic,Male,0.0,0.0,1.9
A2008201002022,2008-2010,Shigellosis and amebiasis,Total,Hispanic,Female,0.0,0.0,1.2
A2008201002100,2008-2010,Shigellosis and amebiasis,White,Total,Total,0.0,0.0,0.1
A2008201002101,2008-2010,Shigellosis and amebiasis,White,Total,Male,0.0,0.0,0.2
A2008201002102,2008-2010,Shigellosis and amebiasis,White,Total,Female,0.0,0.0,0.2
A2008201002110,2008-2010,Shigellosis and amebiasis,White,Not Hispanic,Total,0.0,0.0,0.1
A2008201002111,2008-2010,Shigellosis and amebiasis,White,Not Hispanic,Male,0.0,0.0,0.3
A2008201002112,2008-2010,Shigellosis and amebiasis,White,Not Hispanic,Female,0.0,0.0,0.3
A2008201002120,2008-2010,Shigellosis and amebiasis,White,Hispanic,Total,0.0,0.0,0.8
A2008201002121,2008-2010,Shigellosis and amebiasis,White,Hispanic,Male,0.0,0.0,2.1
A2008201002122,2008-2010,Shigellosis and amebiasis,White,Hispanic,Female,0.0,0.0,1.3
A2008201002200,2008-2010,Shigellosis and amebiasis,Black,Total,Total,0.0,0.0,0.5
A2008201002201,2008-2010,Shigellosis and amebiasis,Black,Total,Male,0.0,0.0,1.3
A2008201002202,2008-2010,Shigellosis and amebiasis,Black,Total,Female,0.0,0.0,0.8
A2008201002210,2008-2010,Shigellosis and amebiasis,Black,Not Hispanic,Total,0.0,0.0,0.5
A2008201002211,2008-2010,Shigellosis and amebiasis,Black,Not Hispanic,Male,0.0,0.0,1.4
A2008201002212,2008-2010,Shigellosis and amebiasis,Black,Not Hispanic,Female,0.0,0.0,0.9
A2008201002220,2008-2010,Shigellosis and amebiasis,Black,Hispanic,Total,0.0,0.0,14.1
A2008201002221,2008-2010,Shigellosis and amebiasis,Black,Hispanic,Male,0.0,0.0,45.1
A2008201002222,2008-2010,Shigellosis and amebiasis,Black,Hispanic,Female,0.0,0.0,22.1
A2008201002300,2008-2010,Shigellosis and amebiasis,American Indian/Alaska Native,Total,Total,0.0,0.0,20.4
A2008201002301,2008-2010,Shigellosis and amebiasis,American Indian/Alaska Native,Total,Male,0.0,0.0,58.1
A2008201002302,2008-2010,Shigellosis and amebiasis,American Indian/Alaska Native,Total,Female,0.0,0.0,33.8
A2008201002310,2008-2010,Shigellosis and amebiasis,American Indian/Alaska Native,Not Hispanic,Total,0.0,0.0,39.2
A2008201002311,2008-2010,Shigellosis and amebiasis,American Indian/Alaska Native,Not Hispanic,Male,0.0,0.0,97.3
A2008201002312,2008-2010,Shigellosis and amebiasis,American Indian/Alaska Native,Not Hispanic,Female,0.0,0.0,73.7
A2008201002320,2008-2010,Shigellosis and amebiasis,American Indian/Alaska Native,Hispanic,Total,0.0,0.0,50.4
A2008201002321,2008-2010,Shigellosis and amebiasis,American Indian/Alaska Native,Hispanic,Male,0.0,0.0,187.5
A2008201002322,2008-2010,Shigellosis and amebiasis,American Indian/Alaska Native,Hispanic,Female,0.0,0.0,75.0
A2008201002400,2008-2010,Shigellosis and amebiasis,Asian/Pacific Islander,Total,Total,0.0,0.0,0.6
A2008201002401,2008-2010,Shigellosis and amebiasis,Asian/Pacific Islander,Total,Male,0.0,0.0,1.2
A2008201002402,2008-2010,Shigellosis and amebiasis,Asian/Pacific Islander,Total,Female,0.0,0.0,1.0
A2008201002410,2008-2010,Shigellosis and amebiasis,Asian/Pacific Islander,Not Hispanic,Total,0.0,0.0,0.6
A2008201002411,2008-2010,Shigellosis and amebiasis,Asian/Pacific Islander,Not Hispanic,Male,0.0,0.0,1.2
A2008201002412,2008-2010,Shigellosis and amebiasis,Asian/Pacific Islander,Not Hispanic,Female,0.0,0.0,1.1
